https://www.gub.uy//presidencia/comunicacion/noticias/120000-jovenes-todo-pais-participaron-juegos-deportivos-nacionales	Unos 120.000 jóvenes de todo el país participaron en los Juegos Deportivos Nacionales	19/10/2022	"Los Juegos Deportivos Nacionales forman parte de un programa interinstitucional entre la Administración Nacional de Educación Pública, a través de las direcciones generales de Educación Secundaria y Técnico Profesional, y la Secretaría Nacional del Deporte (SND).
Este miércoles 19, Bauzá presenció las finales de los Juegos Deportivos Nacionales en polideportivos ubicados en el Instituto Técnico Superior, en las plazas de deportes números 11 y 12 y en el gimnasio del club Sayago. Luego asistió a la fiesta de integración para finalistas en el Parque de la Amistad, en el barrio Villa Dolores, de Montevideo.
El jerarca destacó el trabajo efectuado por el Área de Deporte y Educación de la SND para que se realice este evento en todo el país y señaló que los jóvenes participan, en las ramas femenina y masculina, en básquetbol, futsal, atletismo, tenis de mesa, ajedrez, natación, vóleibol y handball.
En esta edición, que comenzó en el mes de abril, intervinieron más de 120.000 jóvenes. Entre los ganadores de cada categoría, se seleccionará a quienes representarán a Uruguay en los Juegos Sudamericanos Escolares, que se disputan en Brasilia, entre el 3 y el 10 de diciembre de este año. Bauzá señaló que, por primera vez, los jóvenes viajarán juntos en un vuelo chárter, que reservó la SND.
El objetivo de las jornadas es democratizar el acceso y la participación de los estudiantes en experiencias de competencia deportiva organizadas para tal fin y fomentar valores y hábitos de responsabilidad, respeto, convivencia y ciudadanía.
"
https://www.gub.uy//presidencia/comunicacion/noticias/msp-promueve-acciones-para-deteccion-precoz-del-cancer-mama	MSP promueve acciones para la detección precoz del cáncer de mama	19/10/2022	"Participaron también en la actividad el director general de Salud, Miguel Asqueta; la directora general de Coordinación del Ministerio de Salud Pública (MSP), Karina Rando; la directora del Programa Nacional de Control del Cáncer, Marisa Fazzino, y otras autoridades y referentes sanitarios.
Salinas remarcó que el cáncer de mama es el más frecuente en las mujeres uruguayas y al ser una enfermedad que puede curarse es relevante la prevención. En este sentido, puntualizó que la probabilidad de desarrollar esta patología aumenta con la edad. En nuestro país, el 78% de los casos se presenta en mujeres mayores de 50 años y alrededor de un 5,5%, en las menores de 40.
Por estos motivos, recomendó cumplir las pruebas de tamizaje que se realizan a los 50 y 59 años, así como realizarse las mamografías correspondientes, con el fin de reducir la probabilidad de contraer esta enfermedad. Se estima que una de cada 11 podría desarrollar esta afección en algún momento de su vida.
Recordó, asimismo, que el decreto n.° 236/022, de julio de 2022, incluyó a pacientes a las que se les haya efectuado una mastectomía por cáncer de mama o reductora de riesgo en la cobertura sin costo de expansores y prótesis mamarias, así como su recambio cuando sea indicado por el médico tratante.
Además se aprobó la linfocentellografía sin costo, para las personas con indicación de estudio del ganglio centinela como parte del estudio, y el tratamiento del cáncer de mama y el melanoma.
El secretario de Estado adelantó que en diciembre de 2022 se publicarán las nuevas guías para el diagnóstico y el tratamiento de los cánceres de cuello de útero y colon.
Rando, en tanto, subrayó la extensión territorial del citado programa y detalló que se ejecuta mediante actividades de prevención, en las que se enfatiza en el ejercicio físico y la alimentación saludable, y el diagnóstico precoz, para lo cual se realizan mamografías móviles o se traslada a los pacientes al Instituto Nacional del Cáncer.
Fazzino instó a adoptar una alimentación saludable, mantener un peso adecuado, realizar actividad física y limitar el consumo de bebidas alcohólicas, como forma de prevenir esta afección. Además, resaltó la importancia de conocer el cuerpo de cada uno e identificar cambios en la mama o la axila.
Ver agenda de actividades y datos de la patología


"
https://www.gub.uy//presidencia/comunicacion/noticias/inversion-550-millones-dolares-permitira-ampliar-terminal-contenedores-del	Inversión de 550 millones de dólares permitirá ampliar terminal de contenedores del puerto de Montevideo	18/10/2022	"La reunión, en la que también participaron el prosecretario de Presidencia, Rodrigo Ferrés; los ministros de Transporte, José Luis Falero, y Ambiente, Adrián Peña, y representantes de la empresa Katoen Natie, se realizó este martes 18 en la Torre Ejecutiva.
Luego del encuentro, Curbelo explicó en una rueda de prensa que durante la reunión las autoridades definieron acciones para iniciar las obras de ampliación de la terminal especializada de contenedores en marzo de 2023.
“Se trata de la mayor inversión en la historia del puerto de Montevideo, superando los 550 millones de dólares, que generará un cambio muy positivo para el desarrollo de la actividad portuaria”, consideró.
Agregó que durante las reuniones se establecerán criterios ambientales y técnicos para acelerar el proceso y cumplir con los objetivos planteados. “El Gobierno puso a disposición todos los servicios técnicos para trabajar en forma conjunta con la empresa Katoen Natie”, aseveró.
Además, está previsto que el impacto en la infraestructura de la escollera Sarandí sea mínimo y que mejore para el uso público. La empresa presentó el proyecto ejecutivo, que es analizado por el Ministerio de Ambiente. “El objetivo es que sea una terminal operativa de calidad y amigable desde el punto de vista ambiental y para los ciudadanos”, indicó.
Respecto a la profundidad del dragado del puerto de Montevideo, el presidente de la ANP dijo que los 13 metros actuales son una medida conveniente para la principal terminal fluvial de Uruguay.
El 26 de octubre arribará al país la embarcación One Amazon y el 31 el buque de la naviera Hapag-Lloyd. Es la primera vez que se recibirá a una embarcación de esas características, manifestó Curbelo.
""Se están generando las condiciones para la construcción de un hub logístico"", puntualizó.


"
https://www.gub.uy//presidencia/comunicacion/noticias/lacalle-pou-inauguro-planta-acopio-pescado-villa-soriano	Lacalle Pou inauguró planta de acopio de pescado en Villa Soriano	18/10/2022	"Acompañaron al mandatario en la inauguración el subsecretario de Ganadería, Agricultura y Pesca, Juan Ignacio Buffa; la coordinadora general de Descentralización y Cohesión de la Oficina de Planeamiento y Presupuesto, María de Lima; el presidente del Instituto Nacional del Cooperativismo (Inacoop), Martín Fernández, y el intendente de Soriano, Guillermo Besozzi. También concurrieron pescadores artesanales y vecinos de la localidad.
La cámara de frío de la planta permitirá fortalecer la citada actividad, que da trabajo a más de 30 familias de Villa Soriano. La obra incluye una sala de acopio y las instalaciones conexas. En la oportunidad, se entregó, asimismo, equipamiento, como mesadas, una hidrolavadora, un generador, depósitos para la gestión de residuos, un freezer y una máquina de fabricación de hielo en escamas. El emprendimiento demandó una inversión de casi 3.400.000 pesos, que fue financiada por el Fondo de Desarrollo del Interior (FDI).
El presidente de la República, Luis Lacalle Pou, señaló que la obra dará más independencia a los pescadores en su desempeño. Contar con la cámara de frío les permitirá regular y administrar la oferta y evitará que deban vender de forma inmediata para prevenir pérdidas. “No es llegar, abrir el pescado, sacarle el cuero y las escamas y venderlo porque se echa a perder. Ahora se puede aguantar un poco más al intermediario. Esto es libertad”, opinó.
Asimismo, mencionó la trascendencia de cuidar los recursos naturales para que la actividad económica sea sustentable y que todos puedan beneficiarse de ella. Si bien es importante incrementar la producción, la actividad debe desarrollarse procurando la conservación de las especies. “Ustedes lo saben mejor, son segunda o tercera generación de pescadores. Saben que, cuando hay, hay para todos, y la cosa anda mejor”, expresó.
De Lima, en tanto, resaltó el trabajo que desde el Gobierno nacional se efectúa junto con los departamentales para impulsar proyectos de desarrollo productivo en el territorio. En el mismo sentido, Buffa y Fernández subrayaron la capacidad de las instituciones para escuchar las demandas de los vecinos, articular y llegar al territorio. “Este es el gobierno de cercanía. No implica hacer una reunión cada tanto en el departamento, implica consustanciarse con la realidad del lugar y transformarla para darle mejor calidad de vida a los ciudadanos”, expresó Fernández.
Proyecto Fortalecimiento de Pescadores de Villa Soriano
La obra es parte del proyecto de desarrollo productivo Fortalecimiento de Pescadores Artesanales de Villa Soriano, ejecutado por la intendencia local y financiado a través del FDI.
Este plan va más allá de la obra de infraestructura. Se ofrece capacitación a los pescadores y asistencia técnica en lo referente a gestión, administración y comercialización. También se procura incorporar a la familia a través de capacitaciones para elaborar productos a base de pescado con destino a los locales de venta y a los turistas.

"
https://www.gub.uy//presidencia/comunicacion/noticias/uruguay-promueve-adopcion-ninos-entre-5-10-anos-mediante-campana-audiovisual	Uruguay promueve adopción de niños de entre 5 y 10 años mediante campaña audiovisual	18/10/2022	"La presentación de la campaña se realizó este martes 18 en la sede central del INAU. Participaron la vicepresidenta de la República, Beatriz Argimón; el secretario de la Presidencia, Álvaro Delgado, e integrantes del directorio del Instituto del Niño y el Adolescente del Uruguay (INAU), encabezado por el presidente del organismo, Pablo Abdala.
Con esta acción, que será difundida a través de medios audiovisuales, se procura fomentar la adopción de niños de entre 5 y 10 años de edad.
Argimón recordó que, a medida que los niños en condiciones de ser adoptados crecen, se aleja su posibilidad de hacer efectivo el uso de sus derechos. Es necesario “tener claro que la vida de un niño en una institución no es lo ideal”, por lo tanto, “hemos asumido como país el compromiso de la desinstitucionalización”, explicó.
En tanto, Delgado consideró que esta iniciativa representa un acto de justicia, sensibilidad y responsabilidad, que responde a la prioridad establecida por el Gobierno para la infancia. Mientras que en la franja de 0 a 4 años hay unos 40 niños a la espera de ser adoptados, 240 más, de entre 5 y 10 años, están en la misma situación, indicó.
El jerarca agregó que las modificaciones jurídicas introducidas en el régimen de adopciones, mediante la ley de urgente consideración, brindan garantías y facilitan el trámite. En ese sentido, informó que la política es estimular la adopción de niños amparados por el INAU, institución que se ubica en el quinto lugar en referencia a la asignación de recursos económicos, detalló.
Abdala puntualizó que más de 500 niños están en condiciones de ser adoptados y explicó que algunas familias solicitan que la edad no supere los 5 años. “Es una realidad comprensible y legítima”, pero un desafío importante para la institución, expresó.
Mencionó que, de 519, casi la mitad son preadolescentes o adolescentes. Añadió que, en 2022, unos 137 niños fueron integrados a familias. La experiencia del INAU muestra que las adopciones de niños mayores de 5 años son, casi todas, exitosas, señaló.
Asimismo, hay más de 200 familias inscriptas en el Registro Único de Aspirantes. La adopción final o plena requiere un pronunciamiento de la Justicia especializada. Este año fueron realizadas unas 200 valoraciones de pedidos, que  se cumplen en 18 meses como máximo, indicó.
Las consultas y solicitudes de entrevista se reciben a través del sitio web del organismo y la línea telefónica gratuita 0800 9300.


"
https://www.gub.uy//presidencia/comunicacion/noticias/mec-otorgara-becas-150-millones-pesos-estudiantes-formacion-docente	MEC otorgará becas por 150 millones de pesos a estudiantes de Formación Docente	18/10/2022	"El secretario de Estado sostuvo en una conferencia de prensa, este martes 18 en el salón de actos de la sede de la cartera, que esta es el primer apoyo económico del ministerio, de 150 millones de pesos para 2023, para impulsar el grado universitario en esta área.
Señaló que, según las estimaciones, el próximo año podrían otorgarse unas 1.500 becas, lo que representaría la mitad de los alumnos que cursen cuarto año, y recordó que el sistema nacional de subvenciones para Formación Docente se creó mediante la ley de urgente consideración, n.º 19.889, del 9 de julio de 2020.
El ministro explicó que durante 2023 se ofrecerán becas solo a estudiantes de cuarto año que se preparen para rendir el examen de certificación final. A partir de 2024 se asignarán a alumnos de tercer y cuarto año, y los beneficiarios deberán participar, como mínimo, en dos cursos dictados por el MEC y dar una prueba en algunas de las tres primeras ediciones para acceder al reconocimiento universitario del título de grado.
El monto de cada beca será de hasta 3.318 unidades indexadas (UI) mensuales. La cifra total anual para cada estudiante dependerá de la cantidad de materias que cursen en 2023.
Los criterios para conceder el beneficio contemplarán aspectos como el número de asignaturas a las que se asistirá en el año, la escolaridad y la situación económica del núcleo familiar. Las bases e inscripciones están disponibles a partir del 18 de octubre de 2022 en la página web del MEC.
Da Silveira agregó que, en los próximos días, se anunciarán nuevas ayudas económicas, destinadas a las instituciones públicas o privadas que deseen acceder al mencionado reconocimiento.

"
https://www.gub.uy//presidencia/comunicacion/noticias/programa-sembrando-amplio-90-becas-enfocadas-tecnologias-informacion	Programa Sembrando amplió a 90 las becas enfocadas a tecnologías de la información y la comunicación	18/10/2022	"Asistieron también al evento el secretario de la Presidencia, Álvaro Delgado; la impulsora del programa Sembrando, Lorena Ponce de León; el director ejecutivo de la Agencia de Gobierno Electrónico y Sociedad de la Información y del Conocimiento (Agesic), Hebert Paguas; el titular de la Cámara Uruguaya de Tecnologías de la Información (CUTI), Carlos Acle, y los representantes del Banco Interamericano de Desarrollo (BID) en Uruguay, Matías Bendersky; Globant Uruguay, Diego Garagorry; Mercado Libre, Patricia Blanco, y Digital House, Ignacio Vuotto.
El programa Sembrando, patrocinado por la CUTI y el BID y ejecutado por las compañías antes mencionadas, lanzó en la Torre Ejecutiva la segunda edición de Sembrando TIC.
El objetivo es otorgar becas en Certified Tech Developer, para impartir conocimientos técnicos y habilidades blandas del mundo de la programación y el desarrollo digital a emprendedores de los 19 departamentos.
En esta oportunidad, se anunció que se otorgarán 60 becas, que 30 ya están en ejecución y que totalizarán 90 especializadas en la edición 2022. Estas comprenden dos años de extensión y clases de cuatro horas diarias. En 2021, se asignó 600 becas en todos los departamentos a ciudadanos de entre 18 y 35 años, en un total de 2.859 inscriptos.
Ponce de León señaló, en su oratoria, la importancia de capacitar a personas en puestos laborales en un área como las TIC, con alta demanda e inserción. Agradeció la sensibilidad de las empresas que se involucraron y su contribución a la iniciativa.
En tanto, Acle recordó que el programa concuerda con el desafío del sector de las TIC, que es cubrir los 3.000 empleos que se incrementarán en los próximos años, según estimaciones. Se trata de empresas uruguayas y extranjeras que requieren personal capacitado para continuar su crecimiento.
En ese sentido, adelantó que desde la CUTI se procurará acelerar en los próximos dos años el proceso de transformación digital, con base en tres ejes: descentralización, para formar a más personas en distintos puntos del país; formación enfocada a la equidad de género, para incrementar el número de mujeres participantes, y continuidad educativa, que ayudará para que la Universidad Tecnológica de Uruguay (UTEC) intervenga en el proyecto.

"
https://www.gub.uy//presidencia/comunicacion/noticias/villa-paz-celebro-164-aniversario-su-fundacion-presencia-lacalle-pou	Villa La Paz celebró el 164.° aniversario de su fundación con la presencia de Lacalle Pou	17/10/2022	"También conocida como Colonia Piamontesa, Villa La Paz celebró su aniversario con la presencia de múltiples autoridades nacionales, entre las cuales se destacan, además de Lacalle Pou, el secretario de la Presidencia, Álvaro Delgado, y el intendente de Colonia, Carlos Moreira.
Consultado por los medios de prensa acerca de su participación, el mandatario dijo que en 2014 supo de la festividad y en febrero de 2019 se comprometió a asistir. ""Y acá estoy”, aseguró. Una vez finalizada la caminata en la que la población porta antorchas, el presidente sostuvo que es un evento “muy querido, con mucha tradición y pintoresco”.
Su pasaje por la localidad comenzó por la tarde, con una visita a la escuela municipal del Hogar Beatriz Pons de Juele, establecimiento que desarrolla un proyecto de integración conjunto con la escuela n.° 9, Blanca E. Pons, de tiempo completo. Por semana, recibe a 115 alumnos de primaria, que asisten a talleres vinculados a gastronomía, huerta e inglés. Lacalle Pou visitó las instalaciones, donde en ese momento se efectuaba una exposición de trabajos, y dialogó con los presentes.
Luego recorrió la escuela n.° 9  y la iglesia evangélica valdense, primera de ese tipo en el país, fundada en 1893 y nombrada Monumento Histórico Nacional.
Más tarde, el mandatario y Delgado participaron en la Fiesta de las Antorchas, tradicional actividad local, en la que los concurrentes recorren once cuadras portando antorchas. Parte de la plaza Doroteo García y concluye con el encendido de una hoguera. Este año, el evento congregó a más de 2.000 personas.

"
https://www.gub.uy//presidencia/comunicacion/noticias/setiembre-se-redujo-cantidad-personas-seguro-paro	En setiembre se redujo la cantidad de personas en seguro de paro	17/10/2022	"El número de trabajadores en seguro de paro total registrado en setiembre de 2022 (40.201) fue significativamente menor al promedio registrado entre 2015 y febrero de 2020 (45.069), destaca el informe difundido.
La cantidad de trabajadores que salieron del seguro de paro durante setiembre fue 10.701. De esa cifra, 6.304 (58,9%) fueron reincorporados a sus empleos y 4.397 (41,1%) desvinculados. Esta distribución es bastante similar a la que se viene registrando en los últimos meses, aunque aumentó de forma leve la proporción de los que se reincorporan, consigna el comunicado.
Además, ingresaron al seguro unos 9.952 trabajadores, de los cuales 4.612 (46,3%) lo hicieron por causal de despido, una cifra idéntica a la del mes anterior, mientras que 5.340 (53,7%) lo hicieron por reducción de personal o suspensión.
Si se desagrega por sector de actividad, se destaca una disminución significativa en el de la salud, en el que 621 trabajadores dejaron el seguro, lo que explica casi toda la baja ocurrida entre agosto y setiembre de este año.
Acceder al informe
"
https://www.gub.uy//presidencia/comunicacion/noticias/localidad-montes-inauguro-subcomisaria-construida-apoyo-mevir	Localidad de Montes inauguró subcomisaría construida con apoyo de Mevir	17/10/2022	"Montes celebra su 130.° aniversario y este 17 de octubre presentó la nueva subcomisaria, de unos 113 metros cuadrados edificados.
Asistieron también al acto el subsecretario de Vivienda, Tabaré Hackenbruch; el alcalde de Montes, Rodolfo Salvarrey, autoridades policiales, departamentales y vecinos de la zona.
Para Heber, es clave lograr cercanía con el pueblo. Aseguró que la Policía, en el interior del país, no solo atiende las emergencias referidas a la seguridad. También agradeció a las comisiones de apoyo, que son “la fuerza y parte integrante” de esa conexión con la comunidad.
En una nota de prensa, el ministro agregó que la presencia policial permanente es una necesidad de las localidades. Además, la posibilidad de contar con un lugar al cual acudir le da tranquilidad a la sociedad, afirmó, en referencia a la subcomisaría. Es una política del Ministerio del Interior disponer de más comisarias, subcomisarias y patrullaje, aseveró
Adelantó que, luego de la Rendición de Cuentas, se generarán 650 vacantes para seguir ampliando la dotación.
En tanto, Moreira destacó que “Mevir no solo hace casas, crea comunidad” y subrayó la importancia de la Policía en territorio, que está en contacto con los vecinos.
Delgado también se refirió a la política que lleva adelante este Gobierno, de generar sentido de pertenencia desde la seguridad, la educación y la salud. Asimismo, recordó que con este convenio, rubricado el año pasado con la cartera, se han concretado más de 12 obras, de las cuales algunas continúan en ejecución y otras están terminadas.
La subcomisaría abarca tres objetivos: que las personas que trabajen allí lo hagan en un lugar digno, que las que acudan sea recibidas en una infraestructura acorde y que la sede se convierta en un punto de referencia, en seguridad, para los vecinos, expresó el jerarca.
Además, indicó que la próxima inauguración será la de un cuartelillo de bomberos en Quebracho, Paysandú. “Será la primera vez, en 55 años, que Mevir realizará este tipo de construcción”, señaló.
Tras la oratoria las autoridades descubrieron una placa recordatoria.

"
